Действующий;Тип;Название;Город;Индекс;"Индекс RU";"Код страны";Страна;КТА;Превышение;Принадлежность;Международный;Email;Web-сайт;Примечание
Недействующий;Аэродром;Рабитицы;;ZAF6;ЗАФ6;UU-RUSSIA;Россия;"N59.41518° E029.39967°";135;ГА;;;;"Площадка АХР."
Действующий;Вертодром;Радищево;;HCK3;ХЦК3;UU-RUSSIA;Россия;"N51.84538° E046.13437°";104;МО;;;;"Оператор: РВСН."
Недействующий;Аэродром;Радищево;;ZDZ0;ЗДЗ0;UU-RUSSIA;Россия;"N52.84625° E047.82751°";139;ГА;;;;"Площадка АХР."
Действующий;Вертодром;Радищево-2;;HGM4;ХГМ4;UU-RUSSIA;Россия;"N51.86897° E046.22302°";57;МО;;;;"Оператор: РВСН."
Недействующий;Вертодром;Радовицы;;H034;Х034;UU-RUSSIA;Россия;"N55.08717° E039.51508°";115;;;;;"XXXX [BELOOMUT] (AVIAPROM) 10x15 BET 110-290 +9"
Действующий;Вертодром;Радонежская;;HEQ8;ХЕЯ8;UU-RUSSIA;Россия;"N59.42755° E071.61978°";100;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Радуга;;ZE8P;ЗЕ8П;UU-RUSSIA;Россия;"N45.59192° E040.91997°";143;ГА;;perniknik@yandex.ru;;"Площадка АХР."
Недействующий;Аэродром;Радужный;;USNR;УСНР;UU-RUSSIA;Россия;"N62.15842° E077.32870°";78;ГА;;;;"Нкр=(500)м. ДПРМ:433-""RN"", БПРМ:880-""UG/R""."
Действующий;Вертодром;Радужный;;HA4D;ХА4Д;UU-RUSSIA;Россия;"N55.14968° E038.69810°";137;МЧС;;;;
Действующий;Вертодром;Радужный;;H656;Х656;UU-RUSSIA;Россия;"N62.08782° E077.45540°";73;ГА;;;;
Действующий;Вертодром;Радужный-2;;HG00;ХГ00;UU-RUSSIA;Россия;"N62.10902° E077.66598°";75;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;Радужный-3;;HG01;ХГ01;UU-RUSSIA;Россия;"N62.05258° E077.61058°";75;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;Радужный-4;;HG02;ХГ02;UU-RUSSIA;Россия;"N62.05007° E077.59697°";75;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;Раевская;;HE6E;ХЕ6Е;UU-RUSSIA;Россия;"N44.81372° E037.59395°";95;МО;;;;"Оператор: 7-я гв. ДШД. Полигон ВДВ. Три площадки под Ми-8."
Действующий;Вертодром;"Развилка реки Таз";;HBW6;ХБВ6;UU-RUSSIA;Россия;"N63.12960° E085.50685°";77;ГА;;;;
Недействующий;Аэродром;Развильная;;ZD8S;ЗД8С;UU-RUSSIA;Россия;"N46.21690° E041.29000°";88;ГА;;;;"Площадка АХР."
Действующий;Аэродром;Раздольная;;ZAF7;ЗАФ7;UU-RUSSIA;Россия;"N45.42233° E039.53995°";60;ГА;;;;"Площадка АХР."
Недействующий;Аэродром;Раздольное;;ZB80;ЗБ80;UK-UKRAINE;Украина;"N46.67360° E033.54682°";47;ГА;;;;"Херсонская область, Украина. Бывшая площадка АХР. Состояние ВПП не известно."
Недействующий;Вертодром;Раздольное;;HBW7;ХБВ7;UU-RUSSIA;Россия;"N53.80332° E119.66135°";680;ГА;;;;Горный.
Действующий;Вертодром;Раздольное;;HBW8;ХБВ8;UU-RUSSIA;Россия;"N60.27128° E077.98567°";44;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Раздольное;;ZDJ1;ЗДЙ1;UU-RUSSIA;Россия;"N45.33823° E041.30988°";185;ГА;;;;"Площадка АХР."
Действующий;Вертодром;"Разъезд №6-Г";;HGS2;ХГС2;UR-RUSS/KZKST;Казахстан;"N44.59732° E054.02385°";186;ГА;;;;
Недействующий;Вертодром;Райбольница;Кутулик;HE2W;ХЕ2В;UU-RUSSIA;Россия;"N53.33171° E102.80495°";510;ГА;;;;
Действующий;Вертодром;Райвио;;H373;Х373;UU-RUSSIA;Россия;"N61.54290° E029.71412°";83;ФСБ;;;;"Оператор: погранзастава ФСБ России."
Недействующий;Аэродром;Райчихинск;;UHBR;УХБР;UU-RUSSIA;Россия;"N49.82052° E129.39208°";196;ГА;;;;
Недействующий;Вертодром;Ракитино;;H636;Х636;UM-RUSS/BELRS;Беларусь;"N55.01387° E022.00425°";21;;;;;
Действующий;Вертодром;Ракитиха;;HFQ0;ХФЯ0;UU-RUSSIA;Россия;"N46.60038° E134.16732°";143;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Ракитное;;H637;Х637;UU-RUSSIA;Россия;"N50.80950° E035.85943°";232;ГА;;;;"Площадка АХР."
Действующий;Аэродром;Ракитное;Kharkiv;UKVR;УКЖР;UK-UKRAINE;Украина;"N49.83237° E035.91738°";172;АОН;;aviam@list.ru;;"Оператор: физ. лицо АОН. При заходе с МКп=078° на расстоянии 140 м от торца ГВПП-08 справа по курсу на боковом удалении 50 м находится лесополоса высотой (15) м."
Действующий;Вертодром;Раковка;;H374;Х374;UU-RUSSIA;Россия;"N61.58443° E029.78445°";85;ФСБ;;;;"Оператор: погранзастава ФСБ России."
Недействующий;Аэродром;"Раковка (Староселье)";;URWR;УРВР;UU-RUSSIA;Россия;"N49.95157° E043.36935°";138;ГА;;;;"Площадка АХР."
Действующий;Вертодром;Ракуша;;HH49;ХХ49;UU-RUSSIA;Россия;"N51.50762° E128.30952°";163;ГА;;;;"Оператор: нет данных."
Недействующий;Вертодром;Рамада;Екатеринбург;HCZ7;ХЦЗ7;UU-RUSSIA;Россия;"N56.77448° E060.71885°";255;АОН;;reservation@ramadayekaterinburg.com;http://www.ramadayekaterinburg.com/catalog/show/29/33;"10-й км автодороги Екатеринбург - аэропорт ""Кольцово"". Оператор: НП ""Авиакомпания ""АЭРОСИТИ"".
"
Действующий;Аэродром;Раменское;Жуковский;UUBW;УУБВ;UU-RUSSIA;Россия;"N55.55285° E038.14980°";123;ЭА;Международный;;www.lii.ru;"Оператор: ГНЦ России ОАО «ЛИИ имени М.М. Громова». Общие размеры ИВПП-12/30: 5403x118м. ИВПП-08/26 нерабочая (служит перроном), используется под статическую экспозицию ВС на авиашоу типа ""МАКС"". Нкр.=(500)м.
Военный индекс: XUBW / ЬУБВ."
Недействующий;Аэродром;"Раменцы (Кяргозеро)";;XLPR;ЬЛПР;UU-RUSSIA;Россия;"N63.30093° E034.45548°";123;МО;;;;"Бывший военный аэродром МО СССР. ГВПП сильно заросла деревьями и кустарником, для посадки не пригоден."
Действующий;Вертодром;Раскат;;HC6R;ХЦ6Р;UU-RUSSIA;Россия;"N46.04054° E048.09869°";-20;АОН;;;;"Оператор: ?"
Действующий;Вертодром;Раскино;;HB6E;ХБ6Е;UU-RUSSIA;Россия;"N59.59870° E079.05187°";82;ГА;;;;
Недействующий;Аэродром;Распопинская;;ZDJ0;ЗДЙ0;UU-RUSSIA;Россия;"N49.37617° E042.87220°";93;ГА;;;;"Площадка АХР."
Недействующий;Аэродром;Рассвет;;ZE7S;ЗЕ7С;UU-RUSSIA;Россия;"N55.66418° E067.10501°";132;ГА;;;;"По данным Сборника №2 АНИ по МВЛ Уральского управления ГА (изд. 1981)"
Действующий;Аэродром;Рассоха;;UHGR;УХГР;UU-RUSSIA;Россия;"N65.37430° E157.76092°";415;ГА;;;;"Горный. Оператор: нет данных."
Действующий;Вертодром;Рата;;HG29;ХГ29;UK-UKRAINE;Украина;"N50.26882° E023.59350°";265;МО;;;;"Оператор: пограничная застава ГПСУ."
Действующий;Вертодром;Ратичи;;XMHP;ЬМХП;UM-RUSS/BELRS;Беларусь;"N53.72225° E023.65180°";192;МО;;;;
Недействующий;Аэродром;Ратное;;ZB4J;ЗБ4Й;UK-UKRAINE;Украина;"N51.64345° E024.52647°";156;ГА;;;;"Площадка АХР. Можно использовать в качестве запасного и для аварийных посадок."
Действующий;Вертодром;Ратта;;HB20;ХБ20;UU-RUSSIA;Россия;"N63.58167° E083.86495°";65;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;Ратчино;;XUXR;ЬУЬР;UU-RUSSIA;Россия;"N53.03047° E039.97073°";115;МО;;;;"Оператор: авиационный полигон ВКС России."
Недействующий;Аэродром;Рауховка;;UKOP;УКОП;UK-UKRAINE;Украина;"N47.14762° E030.79612°";113;МО;;;;" Бывший военный аэродром МО СССР. ИВПП заросла травой."
Действующий;Вертодром;РБ;Петрозаводск;HD3W;ХД3В;UU-RUSSIA;Россия;"N61.77322° E034.33343°";132;ГА;;;;"Оператор: Республиканская больница."
Действующий;Вертодром;РДК;;ZEW0;ЗЕВ0;UU-RUSSIA;Россия;"N45.01258° E035.24780°";257;АОН;;;;"Оператор: Республиканский дельтапланерный клуб. Используется для полетов мотодельтапланов."
Действующий;Вертодром;Реболы;;H375;Х375;UU-RUSSIA;Россия;"N63.82838° E030.80413°";183;ГА;;;;
Недействующий;Вертодром;Резвань;;HA4F;ХА4Ф;UU-RUSSIA;Россия;"N54.51840° E036.10912°";132;;;;;
Действующий;Вертодром;Резвых;;HD7A;ХД7А;UU-RUSSIA;Россия;"N59.92398° E030.97070°";16;АОН;;;;"Оператор: ООО «Рамира».
190005, г. Санкт-Петербург,
наб. Обводного канала, дом 118а, литера ""Е"".  PCN 22/R/B/W/U."
Действующий;Вертодром;"Резиденция Боровое";Щучинск;HG5B;ХГ5Б;UR-RUSS/KZKST;Казахстан;"N53.03401° E070.22096°";453;ФСБ;;;;"Оператор: Резиденция президента Казахстана."
Действующий;Вертодром;Рейд-Выкатное;;HC11;ХЦ11;UU-RUSSIA;Россия;"N60.64337° E069.55552°";34;ГА;;;;
Действующий;Вертодром;Рейнеке;;HC9S;ХЦ9С;UU-RUSSIA;Россия;"N42.92275° E131.73055°";8;ФСБ;;;;"Остров Рейнеке."
Действующий;Вертодром;РЕК;Астана;HEW2;ХЕВ2;UR-RUSS/KZKST;Казахстан;"N51.02994° E071.38224°";354;ГА;;;;"Оператор: предприятие ""РЕК"". "
Действующий;Вертодром;"Река Аддар";;HFJ3;ХФЙ3;UU-RUSSIA;Россия;"N68.28425° E028.76528°";192;ФСБ;;;;"Оператор: пограничная застава ФСБ России."
Действующий;Вертодром;"Река Арсеньева";;HGA6;ХГА6;UU-RUSSIA;Россия;"N48.21515° E135.29923°";66;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Река Вага";;HFZ9;ХФЗ9;UU-RUSSIA;Россия;"N61.15160° E042.23860°";83;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Река Глубокая";;HFK5;ХФК5;UU-RUSSIA;Россия;"N67.76830° E029.98878°";150;ФСБ;;;;"Оператор: пограничная застава ФСБ России."
Действующий;Аэродром;"Река Жупанова";;ZC3S;ЗЦ3С;UU-RUSSIA;Россия;"N53.66703° E159.89577°";4;ФСБ;;;;"Оператор: нет данных."
Действующий;Вертодром;"Река Жупанова";;HC8S;ХЦ8С;UU-RUSSIA;Россия;"N53.66847° E159.89168°";3;ФСБ;;;;"Оператор: нет данных."
Действующий;Вертодром;"Река Калинка";;HGW0;ХГВ0;UU-RUSSIA;Россия;"N59.08470° E062.40760°";85;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Река Клашкина";;HGV0;ХГЖ0;UU-RUSSIA;Россия;"N54.11767° E156.33915°";130;ГА;;;;"Оператор: МГП."
Действующий;Вертодром;"Река Кума";;HGV8;ХГЖ8;UU-RUSSIA;Россия;"N59.50540° E066.68722°";50;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Река Лежа";;HE8T;ХЕ8Т;UU-RUSSIA;Россия;"N58.99855° E040.58215°";0;ГА;;;;"Используется вертолетами ""Газпромавиа"" и ОАО ""Вологодское АП""."
Действующий;Вертодром;"Река Моховая";;HGA7;ХГА7;UU-RUSSIA;Россия;"N48.26887° E135.43240°";63;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Река Нота";;HFK4;ХФК4;UU-RUSSIA;Россия;"N67.99048° E029.68728°";120;ФСБ;;;;"Оператор: пограничная застава ФСБ России."
Действующий;Вертодром;"Река Нюрым";;HG0A;ХГ0А;UU-RUSSIA;Россия;"N59.62525° E069.59613°";78;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Река Пасынок";;HGW1;ХГВ1;UU-RUSSIA;Россия;"N59.07492° E061.65468°";74;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Река Пойк";;HFZ7;ХФЗ7;UU-RUSSIA;Россия;"N61.00062° E071.78628°";45;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Река Тепси";;HFK6;ХФК6;UU-RUSSIA;Россия;"N67.67210° E030.07067°";195;ФСБ;;;;"Оператор: пограничная застава ФСБ России."
Действующий;Вертодром;"Река Толмачиха";;HGW2;ХГВ2;UU-RUSSIA;Россия;"N59.07617° E061.42793°";94;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Река Тунур";;HEA6;ХЕА6;UU-RUSSIA;Россия;"N52.18222° E142.02815°";73;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Река Ух";;HFW5;ХФВ5;UU-RUSSIA;Россия;"N61.53998° E063.37045°";135;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Река Халзан";;HGU6;ХГУ6;UU-RUSSIA;Россия;"N52.91082° E157.49490°";254;ГА;;;;"Оператор: МГП."
Недействующий;Вертодром;"Река Хальсория";;HD1T;ХД1Т;UU-RUSSIA;Россия;"N61.50210° E059.23683°";417;ГА;;;;Горный.
Недействующий;Вертодром;"Река Хозья";;HD1E;ХД1Е;UU-RUSSIA;Россия;"N61.72678° E059.09750°";375;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Река Хор";;HGA3;ХГА3;UU-RUSSIA;Россия;"N47.88265° E135.19030°";0;ГА;;;;"Оператор: нет данных."
Недействующий;Вертодром;"Река Явр";;H378;Х378;UU-RUSSIA;Россия;"N68.18338° E029.36663°";;;;;;
Действующий;Вертодром;Ременницы;;HH7X;ХХ7Ь;UU-RUSSIA;Россия;"N56.72280° E036.59556°";166;АОН;;Ivanzhadnov@gmail.com;;"Владелец ПП: физическое лицо АОН. Расположена на территории частного подворья."
Недействующий;Аэродром;Ремонтное;;URRE;УРРЕ;UU-RUSSIA;Россия;"N46.54450° E043.64542°";130;ГА;;;;"Нкр.=(500)м. ВС до 35 тонн. ОПРС: 1260-""РМ""."
Недействующий;Аэродром;Рени;;ZB6P;ЗБ6П;UK-UKRAINE;Украина;"N45.48483° E028.29095°";90;ГА;;;;"Бывший аэропорт МВЛ-2. ГВПП не осмотрена"
Действующий;Вертодром;Рени;;HG2Q;ХГ2Я;UK-UKRAINE;Украина;"N45.46683° E028.24175°";24;ФСБ;;;;"Оператор: пограничная застава ГПС Украины."
Недействующий;Аэродром;Репино;;ZDH5;ЗДХ5;UU-RUSSIA;Россия;"N55.39365° E032.88030°";214;ГА;;;;"Площадка АХР."
Недействующий;Аэродром;Репки;;ZC1P;ЗЦ1П;UK-UKRAINE;Украина;"N49.30307° E030.58328°";;;;;;"Бышая АХР.
Состояние полосы не известно."
Недействующий;Аэродром;Репки;;UKRV;УКРЖ;UK-UKRAINE;Украина;"N51.71585° E031.13347°";154;ГА;;;;"Бывшая площадка АХР. Состояние ВПП не известно."
Действующий;Аэродром;Репное;Балашов;UWSW;УВСВ;UU-RUSSIA;Россия;"N51.62840° E043.15173°";126;АОН;;;;
Действующий;Вертодром;Реполово;;HB24;ХБ24;UU-RUSSIA;Россия;"N60.65512° E069.83795°";36;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Реполовские Юрты";;HCC6;ХЦЦ6;UU-RUSSIA;Россия;"N60.68213° E069.80140°";37;ГА;;;;"Оператор: нет данных."
Недействующий;Вертодром;Репьевка;;XWWR;ЬВВР;UU-RUSSIA;Россия;"N53.18893° E048.09690°";102;МО;;;;
Недействующий;Вертодром;Репьевка;;HCK4;ХЦК4;UU-RUSSIA;Россия;"N51.09023° E038.62490°";155;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;Респект-Холл;Кореиз;XKFR;ЬКФР;UU-RUSSIA;Россия;"N44.43227° E034.08102°";150;АОН;;;;"Маневры выполняются в секторе 090°-230°. 
Учитывать высотное здание с МК=153°. 
Внимание: на данной ПП имел случай опрокидывания вертолета на стоянке при сильном ветре."
Действующий;Вертодром;Ресурс;Ставрополь;HF66;ХФ66;UU-RUSSIA;Россия;"N45.08345° E042.00162°";451;ГА;;;;"Оператор: ЗАО ""Ставропольский бройлер"". Вертолеты до 10 т."
Действующий;Вертодром;Рефтинская;;HDX7;ХДЬ7;UU-RUSSIA;Россия;"N57.13035° E061.62762°";195;ГА;;;;
Действующий;Вертодром;Речица;;XMXQ;ЬМЬЯ;UM-RUSS/BELRS;Беларусь;"N52.08875° E023.63727°";134;МО;;;;"Оператор: Оператор: Государственный пограничный комитет РБ (Брестская Краснознаменная пограничная группа им. Ф.Э. Дзержинского). Маркирован. Действительный индекс ""ЬМЬЩ"" (нетранслитерируемый)."
Действующий;Вертодром;"Речка Черная";;USRE;УСРЕ;UU-RUSSIA;Россия;"N61.39688° E073.17137°";55;ГА;;;;"Оператор: ОАО ""Обьнефтегазгеология"". Имеет 6 разнотипных ВП и одну мини ВПП."
Действующий;Вертодром;"Речка Черная (Газпром)";;HFP4;ХФП4;UU-RUSSIA;Россия;"N61.39512° E073.16667°";67;ГА;;;;
Действующий;Вертодром;"Речной порт";Тольятти;HF6Y;ХФ6Ы;UU-RUSSIA;Россия;"N53.47170° E049.47517°";56;ГА;;;;"Принадлежит ОАО ""Международный аэропорт ""Курумоч""."
Действующий;Вертодром;Речпорт;Тверь;HA4E;ХА4Е;UU-RUSSIA;Россия;"N56.82507° E035.97957°";128;АОН;;;;"Оператор: Администрация Тверской области. Активно использовалась при экс-губернаторе ТО Зеленине Д.В."
Недействующий;Аэродром;Решетиловка;;ZD0F;ЗД0Ф;UK-UKRAINE;Украина;"N49.52572° E034.06553°";91;ГА;;;;"Полтавская область, Украина. Площадка АХР. ИВПП в хорошем состоянии."
Действующий;Вертодром;Решёты;;HD2G;ХД2Г;UU-RUSSIA;Россия;"N56.16783° E097.19467°";276;ГА;;;;"Красноярский край, Россия."
Действующий;Аэродром;Решеты;;ZEK2;ЗЕК2;UU-RUSSIA;Россия;"N54.19895° E080.23938°";153;АОН;;info@glidingclub.ru;http://www.glidingclub.ru/;"Владелец ПП: Новосибирский областной спортивный аэроклуб
Аэроклуб. Полеты планеров, в качестве буксировщика желтый ""Piper""."
Действующий;Аэродром;Ржавка;;ZC95;ЗЦ95;UU-RUSSIA;Россия;"N53.61287° E059.10762°";419;АОН;;anatolemelyanov@mail.ru;;"Оператор: нет данных."
Действующий;Аэродром;Ржев;;XUER;ЬУЕР;UU-RUSSIA;Россия;"N56.25998° E034.40843°";200;МО;;arz514@mail.ru;;"Оператор: Акционерное Общество ""514-й АРЗ"" МО РФ. Нкр.=(600)м. Гражданский индекс: UUER / УУЕР."
Недействующий;Аэродром;Ржевка;Санкт-Петербург;ULSS;УЛСС;UU-RUSSIA;Россия;"N59.97993° E030.58502°";20;ГА;;;;"Оператор: ООО ""Сибиряк"". Бывший аэропорт местных воздушных линий. Аэродром восстановлен в 2015 г. после 8-летнего простоя (2007-2015) в статусе ПП. АНППП зарегистрирован в СЗ МТУ Росавиации 29 янв 2015 №СЗП3-399. Нкр.=(200)м. Прилёт обязательно согласовывать с администрацией с 0900 до 1800 по будням. Принимает ВС до 13,5 т."
Действующий;Вертодром;"РЗГА 412";;HF2L;ХФ2Л;UU-RUSSIA;Россия;"N47.25994° E039.81286°";85;АОН;;uk20@ya.ru;www.rfca412.ru;"Оператор: ОАО «Ростовский завод гражданской авиации № 412»."
Действующий;Вертодром;"Ривер Клаб";Конаково;ZD1M;ЗД1М;UU-RUSSIA;Россия;"N56.76237° E036.73933°";125;АОН;;;http://www.konakovo-river-club.ru/;"Оператор: нет данных."
Недействующий;Вертодром;"Рига Лэнд";;HEE9;ХЕЕ9;UU-RUSSIA;Россия;"N55.78480° E037.23998°";182;АОН;;;;"Оператор: управляющая компания Бизнес Центра ""RigaLand"". ПП предполагалось расположить и обустроить на кровле здания (многоуровневая автопарковка)."
Недействующий;Вертодром;Ринтала;;HCN6;ХЦН6;UU-RUSSIA;Россия;"N61.29612° E029.35748°";86;ГА;;;;"Республика Карелия. Россия. Магнитное склонение: +9.9° "
Действующий;Аэродром;Рисовое;;ZB5K;ЗБ5К;UU-RUSSIA;Россия;"N45.99555° E033.68107°";4;ГА;;;;"Площадка АХР."
Недействующий;Аэродром;Рисовый;;ZCH1;ЗЦХ1;UU-RUSSIA;Россия;"N45.30378° E037.90883°";3;ГА;;;;"Краснодарский край, Россия. Славянский район. Площадка АХР. Магнитное склонение: +6.8° "
Недействующий;Аэродром;Рисоопытный;;ZE4U;ЗЕ4У;UU-RUSSIA;Россия;"N45.21850° E038.31213°";9;ГА;;;;"Площадка АХР."
Действующий;Вертодром;Рита;;HD3J;ХД3Й;UU-RUSSIA;Россия;"N55.81602° E038.12732°";144;АОН;;;;"Оператор: нет данных."
Действующий;Вертодром;Ритек;;HB29;ХБ29;UU-RUSSIA;Россия;"N62.33045° E074.48808°";90;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Ровенка;;ZB7O;ЗБ7О;UU-RUSSIA;Россия;"N45.47563° E034.97217°";11;ГА;;;;"Площадка АХР. ИВПП не осмотрена, состояние не известно."
Недействующий;Аэродром;Ровеньки;;ZB8L;ЗБ8Л;UU-RUSSIA;Россия;"N49.90775° E038.94580°";120;ГА;;;;"Бывший аэродром МВЛ-2."
Недействующий;Аэродром;Ровеньки;;ZBY3;ЗБЫ3;UK-UKRAINE;Украина;"N48.08448° E039.44265°";312;ГА;;;;"Бывший военный аэродром, затем аэродром гражданской авиации. Состояние ИВПП не известно."
Действующий;Вертодром;Ровеньки;;HE3R;ХЕ3Р;UK-UKRAINE;Украина;"N48.12873° E039.33753°";319;АОН;;;;"Оператор: шахта ""Первая Киевская""."
Действующий;Аэродром;Ровно;Ровно;UKLR;УКЛР;UK-UKRAINE;Украина;"N50.60783° E026.14093°";232;ГА;Международный;rivneaero@rv.uar.net;www.aeroport.rv.ua;"Подача запроса
накануне дня прилета не
позднее 1400 (1300) UTC."
Недействующий;Вертодром;Ровное;;H649;Х649;UU-RUSSIA;Россия;"N54.55003° E020.80003°";30;;;;;
Действующий;Вертодром;Ровное;;HG24;ХГ24;UK-UKRAINE;Украина;"N51.21018° E023.78513°";175;МО;;;;"Оператор: пограничная застава ГПСУ."
Недействующий;Вертодром;Рогачево;;H381;Х381;UU-RUSSIA;Россия;"N56.41668° E037.20005°";137;;;;;
Недействующий;Аэродром;Роговская;;ZAG0;ЗАГ0;UU-RUSSIA;Россия;"N45.72415° E038.70440°";12;ГА;;;;"Площадка АХР."
Действующий;Вертодром;Рогожники;;HH7R;ХХ7Р;UU-RUSSIA;Россия;"N62.15523° E067.39663°";122;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Родионово-Несветайская;;ZC7Q;ЗЦ7Я;UU-RUSSIA;Россия;"N47.60547° E039.69423°";74;ГА;;;;"Площадка АХР. Посадка не возможна."
Действующий;Вертодром;Родионовская;;HDR6;ХДР6;UU-RUSSIA;Россия;"N47.58772° E039.67199°";129;ГА;;;;"Оператор: НПС Родионовская."
Недействующий;Аэродром;Родники;;ZC7M;ЗЦ7М;UU-RUSSIA;Россия;"N53.62452° E045.09992°";211;ГА;;;;"Площадка АХР."
Действующий;Аэродром;Родниковская;;ZE4F;ЗЕ4Ф;UU-RUSSIA;Россия;"N44.77775° E040.70850°";215;ГА;;;;"Площадка АХР."
Действующий;Аэродром;Родниковский;;ZDJ3;ЗДЙ3;UU-RUSSIA;Россия;"N44.70912° E041.23812°";316;ГА;;;;"Площадка АХР."
Недействующий;Вертодром;Родниковское;;HH0E;ХХ0Е;UU-RUSSIA;Россия;"N44.46495° E033.84707°";267;МО;;;;Горный.
Недействующий;Аэродром;Родоманово;;ZD92;ЗД92;UU-RUSSIA;Россия;"N55.63710° E034.82875°";191;ГА;;;;"Площадка АХР."
Действующий;Аэродром;Рождествено;Самара;XWWD;ЬВВД;UU-RUSSIA;Россия;"N53.24818° E050.05018°";42;МО;;;;"Гражданский индекс: UWWR / УВВР."
Недействующий;Аэродром;Рождественское;;ZAG5;ЗАГ5;UU-RUSSIA;Россия;"N44.63775° E041.78523°";440;ГА;;;;"Площадка АХР."
Действующий;Вертодром;Рождество;;H382;Х382;UU-RUSSIA;Россия;"N56.09168° E039.49818°";155;МО;;;;
Недействующий;Аэродром;Роженцово;;ZE3N;ЗЕ3Н;UU-RUSSIA;Россия;"N57.07287° E046.54639°";134;ГА;;;;"Площадка АХР."
Недействующий;Аэродром;"Роженцово (Вад)";;UWGR;УВГР;UU-RUSSIA;Россия;"N55.49758° E044.30110°";125;МО;;;;"На 07.09.2014 на пороге 06 установлена бетонная постройка непонятного предназначения и оставлена куча песка. На пороге 24 устроен склад силоса. Стыки плит на полосе сильно заросли травой, полоса замусорена. По южному краю полосы проложена полевая дорога, состояние плит покрытия посредственное, рельеф нарушен. В центре полосы и на северном крае состояние бетонных плит и стыков очень хорошее, плиты лежат ровно. Вопреки более ранним данным, покрытие полосы не разобрано."
Действующий;Вертодром;Рожки;;HCE4;ХЦЕ4;UU-RUSSIA;Россия;"N56.66765° E050.50063°";146;ГА;;;;"Кировская область, Россия."
Действующий;Вертодром;Рожство;;HG97;ХГ97;UU-RUSSIA;Россия;"N57.15397° E042.28864°";110;АОН;;buvakina@mail.ru;http://рожство.рф;"Оператор: нет данных."
Действующий;Вертодром;"Роза Хутор (Санки)";;HF30;ХФ30;UU-RUSSIA;Россия;"N43.67115° E040.28872°";0;МЧС;;;;
Действующий;Вертодром;"Роза Хутор-D";Эсто-Садок;HCB5;ХЦБ5;UU-RUSSIA;Россия;"N43.64708° E040.33773°";920;ГА;;;www.panh.ru;"Горный. Оператор: ООО ""Горстроймонтаж""."
Недействующий;Аэродром;Розважев;Розважев;ZF2B;ЗФ2Б;UK-UKRAINE;Украина;"N50.94073° E029.66427°";154;АОН;;;;"Бывшая площадка АХР.
Состояние полосы хорошее. РД и ВПП поддерживаются в нормальном состоянии местными энтузиастами."
Недействующий;Аэродром;Розовка;;ZC5M;ЗЦ5М;UK-UKRAINE;Украина;"N47.39182° E037.04830°";227;ГА;;;;"Бывшая площадка АХР."
Недействующий;Аэродром;Розовский;;ZAG6;ЗАГ6;UU-RUSSIA;Россия;"N50.74218° E041.45862°";218;ГА;;;;"Площадка АХР."
Недействующий;Аэродром;"Розы Люксембург";;ZD35;ЗД35;UK-UKRAINE;Украина;"N47.21025° E038.07512°";62;ГА;;;;"Бывшая площадка АХР. Для посадки не пригодна."
Действующий;Вертодром;Ройка;"Нижний Новгород";HCX9;ХЦЬ9;UU-RUSSIA;Россия;"N56.18387° E044.00543°";97;АОН;;4158001@mail.ru;;"Площадка маркирована стандартно (ФАП-69). Оборудована двумя МС для транзитных ВС, маркированы буквой ""Р"". АНП зарегистрирован в МТУ ВТ ЦР за №ЦПЗ-208 от 16 ноя 2011."
Недействующий;Аэродром;Рокотушка;;ZE8G;ЗЕ8Г;UU-RUSSIA;Россия;"N53.23637° E047.68603°";246;ГА;;;;"Площадка АХР."
Действующий;Вертодром;Рокская;;H652;Х652;UU-RUSSIA;Россия;"N42.64203° E044.12023°";2141;ФСБ;;;;"Оператор: пограничная застава ФСБ России."
Действующий;Вертодром;Ролкулы;;H383;Х383;UU-RUSSIA;Россия;"N64.06992° E030.62818°";240;ФСБ;;;;"Оператор: пограничная застава ФСБ России."
